CaseID,weight,tm_start,tm_finish,duration,age_category,education_level,gender,income_level,marital_status,region,is_parent,state,i_develop_strong_emotions_toward_people_i_can_rely_on_num,i_develop_strong_emotions_toward_people_i_can_rely_on,parents_should_empower_children_as_much_as_possible_so_that_they_may_follow_their_dreams_num,parents_should_empower_children_as_much_as_possible_so_that_they_may_follow_their_dreams,moral_standards_should_be_seen_as_individualistic_what_one_person_considers_to_be_moral_may_be_judged_as_immoral_by_another_person_num,moral_standards_should_be_seen_as_individualistic_what_one_person_considers_to_be_moral_may_be_judged_as_immoral_by_another_person
962,3.56,3/14/2012,3/14/2012,12.0,18-24,Less than high school,Male,"$35,000 to $39,999",Never married,West-North Central,No,MN,2.0,Disagree,4.0,Neither agree nor disagree,3.0,Somewhat agree
963,2.05,3/14/2012,3/14/2012,55.0,35-44,Less than high school,Male,"$10,000 to $12,499",Divorced,South Atlantic,No,WV,5.0,Somewhat agree,4.0,Neither agree nor disagree,6.0,Disagree
964,1.78,3/14/2012,3/14/2012,38.0,35-44,High school,Male,"$85,000 to $99,999",Married,East-North Central,Yes,OH,5.0,Somewhat agree,6.0,Agree,4.0,Neither agree nor disagree
965,1.36,3/14/2012,3/14/2012,32.0,25-34,Bachelor's degree or higher,Male,"$75,000 to $84,999",Living with partner,Mid-Atlantic,No,NJ,5.0,Somewhat agree,7.0,Strongly agree,2.0,Agree
966,0.49,3/14/2012,3/14/2012,35.0,65-74,High school,Female,"$60,000 to $74,999",Married,East-North Central,No,IN,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,6.0,Disagree
967,2.05,3/14/2012,3/14/2012,41.0,25-34,Some college,Male,"$50,000 to $59,999",Married,South Atlantic,No,FL,3.0,Somewhat disagree,6.0,Agree,2.0,Agree
968,0.97,3/14/2012,3/14/2012,24.0,35-44,Some college,Female,"$50,000 to $59,999",Married,South Atlantic,Yes,WV,6.0,Agree,7.0,Strongly agree,4.0,Neither agree nor disagree
969,0.4,3/14/2012,3/14/2012,40.0,65-74,Bachelor's degree or higher,Female,"$60,000 to $74,999",Married,South Atlantic,No,FL,6.0,Agree,5.0,Somewhat agree,3.0,Somewhat agree
970,0.69,3/14/2012,3/14/2012,32.0,55-64,Some college,Male,"$20,000 to $24,999",Married,East-South Central,No,KY,6.0,Agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
971,0.24,3/14/2012,3/14/2012,44.0,45-54,Some college,Female,"$7,500 to $9,999",Divorced,South Atlantic,Yes,GA,6.0,Agree,7.0,Strongly agree,1.0,Strongly agree
972,1.29,3/14/2012,3/14/2012,37.0,45-54,Bachelor's degree or higher,Female,"$60,000 to $74,999",Living with partner,Pacific,No,CA,6.0,Agree,6.0,Agree,2.0,Agree
973,0.42,3/14/2012,3/14/2012,48.0,65-74,High school,Female,">=$175,000",Married,East-South Central,No,MS,3.0,Somewhat disagree,3.0,Somewhat disagree,7.0,Strongly disagree
974,1.1,3/14/2012,3/14/2012,111.0,18-24,Some college,Female,"$100,000 to $124,999",Never married,Mid-Atlantic,No,NY,6.0,Agree,7.0,Strongly agree,3.0,Somewhat agree
975,0.31,3/14/2012,3/14/2012,44.0,65-74,Bachelor's degree or higher,Male,"$125,000 to $149,999",Divorced,Pacific,No,CA,6.0,Agree,5.0,Somewhat agree,7.0,Strongly disagree
976,0.41,3/14/2012,3/14/2012,45.0,65-74,Bachelor's degree or higher,Female,"$85,000 to $99,999",Married,East-North Central,No,MI,6.0,Agree,6.0,Agree,6.0,Disagree
977,0.91,3/14/2012,3/14/2012,47.0,25-34,High school,Male,"$30,000 to $34,999",Married,East-North Central,Yes,MI,6.0,Agree,5.0,Somewhat agree,2.0,Agree
978,1.55,3/14/2012,3/14/2012,58.0,45-54,Some college,Female,"$40,000 to $49,999",Married,West-North Central,Yes,NE,7.0,Strongly agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
979,0.57,3/14/2012,3/14/2012,108.0,55-64,Bachelor's degree or higher,Female,"$25,000 to $29,999",Married,South Atlantic,No,WV,6.0,Agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
980,0.4,3/14/2012,3/14/2012,12.0,65-74,High school,Female,"$15,000 to $19,999",Widowed,Mid-Atlantic,No,PA,-1.0,Refused,-1.0,Refused,-1.0,Refused
981,2.87,3/14/2012,3/14/2012,33.0,55-64,Bachelor's degree or higher,Male,"$125,000 to $149,999",Married,Mid-Atlantic,No,NY,5.0,Somewhat agree,7.0,Strongly agree,2.0,Agree
982,0.48,3/14/2012,3/14/2012,249.0,55-64,Bachelor's degree or higher,Male,"$85,000 to $99,999",Married,East-South Central,No,AL,6.0,Agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
983,0.31,3/14/2012,3/14/2012,47.0,25-34,Some college,Male,"$35,000 to $39,999",Living with partner,East-South Central,No,TN,7.0,Strongly agree,7.0,Strongly agree,1.0,Strongly agree
984,1.22,3/14/2012,3/14/2012,77.0,45-54,High school,Female,"$75,000 to $84,999",Married,South Atlantic,Yes,MD,7.0,Strongly agree,7.0,Strongly agree,5.0,Somewhat disagree
985,1.13,3/14/2012,3/14/2012,37.0,18-24,High school,Male,"$15,000 to $19,999",Never married,South Atlantic,No,GA,5.0,Somewhat agree,7.0,Strongly agree,2.0,Agree
986,0.42,3/14/2012,3/14/2012,85.0,55-64,Some college,Female,"$60,000 to $74,999",Married,West-North Central,No,MO,1.0,Strongly disagree,1.0,Strongly disagree,1.0,Strongly agree
987,1.42,3/14/2012,3/14/2012,31.0,25-34,Bachelor's degree or higher,Female,"$40,000 to $49,999",Married,South Atlantic,No,FL,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
988,0.31,3/14/2012,3/14/2012,47.0,75+,High school,Male,"$40,000 to $49,999",Married,East-North Central,No,IN,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,1.0,Strongly agree
989,3.56,3/14/2012,3/14/2012,29.0,18-24,Some college,Female,"$125,000 to $149,999",Never married,East-North Central,No,IL,6.0,Agree,7.0,Strongly agree,4.0,Neither agree nor disagree
990,1.18,3/14/2012,3/14/2012,26.0,25-34,Some college,Male,"$100,000 to $124,999",Married,East-North Central,No,WI,6.0,Agree,6.0,Agree,3.0,Somewhat agree
991,2.24,3/14/2012,3/14/2012,45.0,35-44,Some college,Male,"$35,000 to $39,999",Living with partner,Mid-Atlantic,Yes,NJ,6.0,Agree,5.0,Somewhat agree,3.0,Somewhat agree
993,1.11,3/14/2012,3/14/2012,56.0,35-44,Bachelor's degree or higher,Female,"$85,000 to $99,999",Married,South Atlantic,Yes,FL,5.0,Somewhat agree,6.0,Agree,6.0,Disagree
994,0.94,3/14/2012,3/15/2012,1385.0,18-24,Less than high school,Male,"$30,000 to $34,999",Never married,East-South Central,No,AL,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,2.0,Agree
996,0.51,3/14/2012,3/14/2012,36.0,55-64,High school,Female,"$125,000 to $149,999",Married,East-South Central,No,TN,4.0,Neither agree nor disagree,6.0,Agree,3.0,Somewhat agree
997,0.43,3/14/2012,3/14/2012,26.0,65-74,High school,Male,"$25,000 to $29,999",Married,South Atlantic,No,FL,3.0,Somewhat disagree,3.0,Somewhat disagree,3.0,Somewhat agree
998,0.32,3/14/2012,3/14/2012,61.0,75+,High school,Female,"$50,000 to $59,999",Married,West-South Central,No,LA,5.0,Somewhat agree,5.0,Somewhat agree,6.0,Disagree
999,0.43,3/14/2012,3/14/2012,23.0,65-74,Less than high school,Male,"$60,000 to $74,999",Married,West-South Central,No,TX,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
1000,0.62,3/14/2012,3/14/2012,16.0,45-54,Bachelor's degree or higher,Male,"$125,000 to $149,999",Living with partner,Mid-Atlantic,No,PA,7.0,Strongly agree,5.0,Somewhat agree,1.0,Strongly agree
1001,1.65,3/14/2012,3/14/2012,29.0,55-64,High school,Female,"$30,000 to $34,999",Never married,South Atlantic,No,SC,5.0,Somewhat agree,6.0,Agree,2.0,Agree
1002,0.72,3/14/2012,3/14/2012,72.0,65-74,High school,Female,"$40,000 to $49,999",Married,West-North Central,No,MO,6.0,Agree,5.0,Somewhat agree,3.0,Somewhat agree
1003,0.53,3/14/2012,3/14/2012,32.0,25-34,High school,Female,"$25,000 to $29,999",Married,Mid-Atlantic,Yes,PA,5.0,Somewhat agree,7.0,Strongly agree,3.0,Somewhat agree
1004,0.57,3/14/2012,3/14/2012,28.0,35-44,Some college,Male,"$60,000 to $74,999",Married,Mid-Atlantic,Yes,NY,6.0,Agree,6.0,Agree,2.0,Agree
1005,0.38,3/14/2012,3/14/2012,40.0,55-64,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,New England,No,MA,-1.0,Refused,7.0,Strongly agree,5.0,Somewhat disagree
1007,1.25,3/14/2012,3/14/2012,129.0,55-64,Bachelor's degree or higher,Male,"$60,000 to $74,999",Never married,West-North Central,No,MO,5.0,Somewhat agree,7.0,Strongly agree,4.0,Neither agree nor disagree
1008,2.17,3/14/2012,3/14/2012,52.0,55-64,High school,Female,"<$5,000",Divorced,South Atlantic,Yes,GA,6.0,Agree,6.0,Agree,2.0,Agree
1009,0.99,3/14/2012,3/17/2012,3386.0,65-74,High school,Female,"$35,000 to $39,999",Divorced,South Atlantic,No,NC,6.0,Agree,7.0,Strongly agree,5.0,Somewhat disagree
1010,0.5,3/14/2012,3/14/2012,43.0,18-24,High school,Male,"<$5,000",Living with partner,East-North Central,No,IN,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
1011,1.29,3/14/2012,3/14/2012,42.0,45-54,Some college,Female,"$50,000 to $59,999",Married,East-North Central,Yes,IL,5.0,Somewhat agree,7.0,Strongly agree,6.0,Disagree
1012,1.31,3/14/2012,3/14/2012,76.0,75+,High school,Male,"$25,000 to $29,999",Married,Mid-Atlantic,No,PA,7.0,Strongly agree,7.0,Strongly agree,5.0,Somewhat disagree
1013,0.88,3/14/2012,3/14/2012,30.0,45-54,Bachelor's degree or higher,Male,"$85,000 to $99,999",Divorced,East-North Central,No,WI,4.0,Neither agree nor disagree,6.0,Agree,4.0,Neither agree nor disagree
1014,0.93,3/14/2012,3/14/2012,38.0,18-24,Some college,Male,"$100,000 to $124,999",Never married,East-North Central,No,OH,6.0,Agree,6.0,Agree,6.0,Disagree
1015,0.34,3/14/2012,3/14/2012,62.0,45-54,High school,Female,"$60,000 to $74,999",Married,Mountain,No,AZ,7.0,Strongly agree,7.0,Strongly agree,1.0,Strongly agree
1016,1.1,3/14/2012,3/14/2012,52.0,55-64,Some college,Female,"$40,000 to $49,999",Married,Mountain,No,CO,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
1017,0.4,3/14/2012,3/14/2012,64.0,55-64,High school,Female,"$25,000 to $29,999",Living with partner,East-North Central,No,IL,6.0,Agree,7.0,Strongly agree,1.0,Strongly agree
1018,1.05,3/14/2012,3/14/2012,39.0,65-74,Bachelor's degree or higher,Female,"$60,000 to $74,999",Widowed,East-North Central,No,OH,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
1019,1.01,3/14/2012,3/14/2012,32.0,18-24,High school,Male,"$125,000 to $149,999",Never married,East-North Central,No,OH,5.0,Somewhat agree,4.0,Neither agree nor disagree,1.0,Strongly agree
1020,2.1,3/14/2012,3/14/2012,71.0,25-34,High school,Female,"$50,000 to $59,999",Married,Mid-Atlantic,No,NY,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1021,0.92,3/14/2012,3/14/2012,30.0,25-34,Bachelor's degree or higher,Female,"$150,000 to $174,999",Married,New England,Yes,MA,6.0,Agree,6.0,Agree,1.0,Strongly agree
1022,0.8,3/14/2012,3/14/2012,100.0,65-74,Some college,Male,"$10,000 to $12,499",Never married,East-North Central,No,MI,5.0,Somewhat agree,7.0,Strongly agree,2.0,Agree
1023,0.16,3/14/2012,3/14/2012,32.0,18-24,High school,Female,"$30,000 to $34,999",Never married,East-North Central,No,OH,6.0,Agree,7.0,Strongly agree,5.0,Somewhat disagree
1024,0.85,3/14/2012,3/14/2012,14.0,45-54,Some college,Male,"$40,000 to $49,999",Married,East-North Central,Yes,MI,6.0,Agree,6.0,Agree,3.0,Somewhat agree
1025,0.79,3/14/2012,3/21/2012,10152.0,75+,Some college,Female,"$20,000 to $24,999",Widowed,East-North Central,No,MI,6.0,Agree,7.0,Strongly agree,2.0,Agree
1026,0.32,3/14/2012,3/14/2012,71.0,35-44,Bachelor's degree or higher,Male,"$40,000 to $49,999",Married,West-South Central,Yes,LA,2.0,Disagree,5.0,Somewhat agree,3.0,Somewhat agree
1027,0.86,3/14/2012,3/14/2012,34.0,65-74,High school,Male,"$125,000 to $149,999",Married,Mid-Atlantic,No,NY,6.0,Agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1028,2.21,3/14/2012,3/14/2012,49.0,25-34,Bachelor's degree or higher,Male,"$20,000 to $24,999",Married,West-South Central,Yes,TX,7.0,Strongly agree,6.0,Agree,4.0,Neither agree nor disagree
1029,0.99,3/14/2012,3/14/2012,32.0,75+,Some college,Male,"$35,000 to $39,999",Married,East-North Central,No,OH,5.0,Somewhat agree,5.0,Somewhat agree,6.0,Disagree
1030,1.13,3/14/2012,3/14/2012,16.0,25-34,High school,Male,"$100,000 to $124,999",Married,Mid-Atlantic,No,NJ,6.0,Agree,6.0,Agree,3.0,Somewhat agree
1031,1.18,3/14/2012,3/14/2012,54.0,35-44,Some college,Female,"$75,000 to $84,999",Married,Pacific,No,WA,5.0,Somewhat agree,5.0,Somewhat agree,5.0,Somewhat disagree
1032,0.57,3/14/2012,3/15/2012,361.0,45-54,Bachelor's degree or higher,Female,"$125,000 to $149,999",Married,Mid-Atlantic,Yes,NY,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
1033,2.27,3/14/2012,3/14/2012,49.0,25-34,High school,Female,"$15,000 to $19,999",Separated,South Atlantic,Yes,FL,6.0,Agree,6.0,Agree,2.0,Agree
1034,2.65,3/14/2012,3/14/2012,62.0,35-44,Some college,Male,"$12,500 to $14,999",Never married,Pacific,No,WA,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1035,0.35,3/14/2012,3/14/2012,52.0,45-54,Some college,Female,"$100,000 to $124,999",Married,Pacific,Yes,OR,6.0,Agree,6.0,Agree,2.0,Agree
1036,0.89,3/14/2012,3/14/2012,57.0,45-54,Some college,Female,"$50,000 to $59,999",Married,East-North Central,Yes,MI,6.0,Agree,6.0,Agree,2.0,Agree
1037,1.29,3/14/2012,3/14/2012,47.0,55-64,Bachelor's degree or higher,Male,"$7,500 to $9,999",Never married,Pacific,No,CA,4.0,Neither agree nor disagree,3.0,Somewhat disagree,7.0,Strongly disagree
1038,0.55,3/14/2012,3/14/2012,50.0,35-44,High school,Male,"$20,000 to $24,999",Living with partner,Pacific,No,CA,4.0,Neither agree nor disagree,5.0,Somewhat agree,3.0,Somewhat agree
1039,0.8,3/14/2012,3/14/2012,38.0,55-64,Some college,Male,"$60,000 to $74,999",Married,South Atlantic,No,GA,5.0,Somewhat agree,6.0,Agree,1.0,Strongly agree
1041,2.03,3/14/2012,3/19/2012,7264.0,25-34,Some college,Male,"$50,000 to $59,999",Never married,East-North Central,No,MI,5.0,Somewhat agree,6.0,Agree,6.0,Disagree
1042,1.46,3/14/2012,3/14/2012,55.0,75+,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,Mid-Atlantic,No,NY,5.0,Somewhat agree,4.0,Neither agree nor disagree,3.0,Somewhat agree
1043,0.35,3/14/2012,3/14/2012,34.0,65-74,High school,Female,"$40,000 to $49,999",Married,West-North Central,No,MO,6.0,Agree,6.0,Agree,7.0,Strongly disagree
1045,1.55,3/14/2012,3/15/2012,165.0,65-74,Some college,Female,"<$5,000",Divorced,South Atlantic,No,NC,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
1046,0.7,3/14/2012,3/14/2012,33.0,45-54,Bachelor's degree or higher,Female,"$125,000 to $149,999",Married,West-South Central,Yes,OK,4.0,Neither agree nor disagree,7.0,Strongly agree,7.0,Strongly disagree
1047,3.04,3/14/2012,3/15/2012,151.0,18-24,High school,Female,"<$5,000",Never married,Mountain,No,NV,6.0,Agree,7.0,Strongly agree,2.0,Agree
1048,3.56,3/14/2012,3/14/2012,21.0,18-24,High school,Female,"$30,000 to $34,999",Living with partner,Mountain,Yes,NV,6.0,Agree,6.0,Agree,3.0,Somewhat agree
1049,0.19,3/14/2012,3/14/2012,29.0,45-54,Bachelor's degree or higher,Female,"$85,000 to $99,999",Married,Mountain,No,CO,6.0,Agree,7.0,Strongly agree,3.0,Somewhat agree
1050,0.64,3/14/2012,3/14/2012,16.0,25-34,Less than high school,Male,"$30,000 to $34,999",Married,West-South Central,Yes,TX,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1051,0.56,3/14/2012,3/14/2012,31.0,45-54,Some college,Female,"$25,000 to $29,999",Married,South Atlantic,Yes,FL,6.0,Agree,7.0,Strongly agree,2.0,Agree
1052,0.14,3/14/2012,3/14/2012,35.0,25-34,High school,Male,"$50,000 to $59,999",Never married,New England,No,ME,4.0,Neither agree nor disagree,7.0,Strongly agree,2.0,Agree
1053,2.16,3/14/2012,3/21/2012,8947.0,35-44,Some college,Female,"$75,000 to $84,999",Never married,Mid-Atlantic,No,NJ,4.0,Neither agree nor disagree,6.0,Agree,3.0,Somewhat agree
1054,1.04,3/14/2012,3/14/2012,42.0,45-54,High school,Female,"$5,000 to $7,499",Married,West-North Central,No,KS,5.0,Somewhat agree,6.0,Agree,2.0,Agree
1055,0.41,3/14/2012,3/14/2012,53.0,75+,Less than high school,Male,"$40,000 to $49,999",Widowed,Pacific,No,WA,5.0,Somewhat agree,6.0,Agree,2.0,Agree
1056,1.36,3/14/2012,3/14/2012,23.0,18-24,Some college,Female,">=$175,000",Never married,Pacific,No,CA,7.0,Strongly agree,6.0,Agree,2.0,Agree
1057,1.11,3/14/2012,3/18/2012,5300.0,55-64,Less than high school,Male,"<$5,000",Divorced,South Atlantic,No,VA,5.0,Somewhat agree,3.0,Somewhat disagree,2.0,Agree
1058,0.71,3/14/2012,3/15/2012,212.0,35-44,High school,Female,"$60,000 to $74,999",Married,West-South Central,Yes,TX,6.0,Agree,5.0,Somewhat agree,5.0,Somewhat disagree
1059,0.92,3/14/2012,3/14/2012,39.0,45-54,High school,Female,"$40,000 to $49,999",Married,East-North Central,No,MI,5.0,Somewhat agree,6.0,Agree,4.0,Neither agree nor disagree
1060,1.41,3/14/2012,3/21/2012,9308.0,45-54,High school,Male,"$15,000 to $19,999",Living with partner,West-North Central,No,NE,5.0,Somewhat agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1061,2.15,3/14/2012,3/15/2012,272.0,25-34,Some college,Male,"$50,000 to $59,999",Married,West-South Central,No,TX,6.0,Agree,7.0,Strongly agree,6.0,Disagree
1062,1.4,3/14/2012,3/15/2012,43.0,35-44,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,New England,Yes,CT,6.0,Agree,6.0,Agree,6.0,Disagree
1063,0.37,3/14/2012,3/15/2012,88.0,55-64,Bachelor's degree or higher,Male,">=$175,000",Married,South Atlantic,No,FL,6.0,Agree,6.0,Agree,7.0,Strongly disagree
1064,1.32,3/14/2012,3/15/2012,32.0,25-34,Some college,Male,"$35,000 to $39,999",Married,West-South Central,Yes,OK,7.0,Strongly agree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1065,0.84,3/14/2012,3/15/2012,30.0,18-24,Some college,Female,"$50,000 to $59,999",Never married,Pacific,No,CA,6.0,Agree,6.0,Agree,2.0,Agree
1066,1.9,3/14/2012,3/15/2012,17.0,35-44,High school,Female,"$20,000 to $24,999",Married,Pacific,No,CA,6.0,Agree,6.0,Agree,3.0,Somewhat agree
1067,0.31,3/15/2012,3/15/2012,98.0,35-44,Less than high school,Female,"$12,500 to $14,999",Living with partner,Pacific,Yes,CA,6.0,Agree,6.0,Agree,3.0,Somewhat agree
1068,0.79,3/15/2012,3/15/2012,28.0,55-64,Some college,Female,"$100,000 to $124,999",Married,New England,No,MA,6.0,Agree,6.0,Agree,6.0,Disagree
1069,0.22,3/15/2012,3/15/2012,71.0,65-74,High school,Male,"$75,000 to $84,999",Married,Mountain,No,ID,6.0,Agree,5.0,Somewhat agree,2.0,Agree
1070,0.58,3/15/2012,3/15/2012,53.0,18-24,High school,Male,"$40,000 to $49,999",Never married,Pacific,No,CA,7.0,Strongly agree,6.0,Agree,2.0,Agree
1071,1.95,3/15/2012,3/15/2012,55.0,55-64,Less than high school,Female,"$12,500 to $14,999",Married,West-South Central,No,TX,3.0,Somewhat disagree,4.0,Neither agree nor disagree,5.0,Somewhat disagree
1072,2.5,3/15/2012,3/15/2012,35.0,55-64,High school,Female,"$100,000 to $124,999",Married,West-North Central,No,MO,7.0,Strongly agree,5.0,Somewhat agree,3.0,Somewhat agree
1073,1.82,3/15/2012,3/15/2012,32.0,25-34,High school,Female,"$30,000 to $34,999",Married,Mid-Atlantic,Yes,PA,6.0,Agree,6.0,Agree,1.0,Strongly agree
1074,2.2,3/15/2012,3/15/2012,216.0,35-44,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,Pacific,No,CA,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1075,1.19,3/15/2012,3/15/2012,65.0,75+,Bachelor's degree or higher,Male,"$75,000 to $84,999",Married,East-North Central,No,IN,4.0,Neither agree nor disagree,6.0,Agree,3.0,Somewhat agree
1076,0.39,3/15/2012,3/15/2012,37.0,75+,High school,Female,"$35,000 to $39,999",Widowed,South Atlantic,No,MD,5.0,Somewhat agree,6.0,Agree,5.0,Somewhat disagree
1077,1.13,3/15/2012,3/23/2012,11478.0,35-44,High school,Male,"$100,000 to $124,999",Married,New England,Yes,MA,4.0,Neither agree nor disagree,6.0,Agree,3.0,Somewhat agree
1078,2.15,3/15/2012,3/15/2012,56.0,35-44,High school,Male,"$85,000 to $99,999",Married,New England,No,MA,4.0,Neither agree nor disagree,6.0,Agree,2.0,Agree
1079,0.98,3/15/2012,3/15/2012,47.0,35-44,Some college,Female,"$5,000 to $7,499",Never married,West-South Central,Yes,TX,7.0,Strongly agree,5.0,Somewhat agree,1.0,Strongly agree
1080,2.1,3/15/2012,3/15/2012,176.0,25-34,Bachelor's degree or higher,Female,"$60,000 to $74,999",Married,Pacific,No,WA,6.0,Agree,7.0,Strongly agree,5.0,Somewhat disagree
1081,2.21,3/15/2012,3/15/2012,27.0,55-64,High school,Male,"$35,000 to $39,999",Married,Pacific,No,CA,1.0,Strongly disagree,7.0,Strongly agree,4.0,Neither agree nor disagree
1082,0.21,3/15/2012,3/15/2012,52.0,45-54,Bachelor's degree or higher,Female,"$60,000 to $74,999",Married,South Atlantic,Yes,GA,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
1083,3.35,3/15/2012,3/15/2012,55.0,25-34,High school,Female,"$60,000 to $74,999",Married,Mountain,Yes,NV,6.0,Agree,6.0,Agree,2.0,Agree
1085,0.79,3/15/2012,3/15/2012,24.0,55-64,Bachelor's degree or higher,Male,"$125,000 to $149,999",Married,South Atlantic,Yes,MD,4.0,Neither agree nor disagree,6.0,Agree,5.0,Somewhat disagree
1086,1.34,3/15/2012,3/15/2012,56.0,75+,Bachelor's degree or higher,Male,"$40,000 to $49,999",Married,West-South Central,No,TX,6.0,Agree,6.0,Agree,7.0,Strongly disagree
1087,0.83,3/15/2012,3/15/2012,98.0,65-74,Less than high school,Female,"$20,000 to $24,999",Widowed,South Atlantic,No,FL,6.0,Agree,6.0,Agree,2.0,Agree
1088,0.34,3/15/2012,3/15/2012,48.0,65-74,High school,Male,"$15,000 to $19,999",Married,Mid-Atlantic,No,NJ,5.0,Somewhat agree,6.0,Agree,7.0,Strongly disagree
1089,2.0,3/15/2012,3/15/2012,859.0,35-44,High school,Female,"$60,000 to $74,999",Married,West-South Central,Yes,TX,5.0,Somewhat agree,6.0,Agree,4.0,Neither agree nor disagree
1090,0.75,3/15/2012,3/15/2012,95.0,55-64,Some college,Female,"$12,500 to $14,999",Never married,Pacific,No,CA,6.0,Agree,5.0,Somewhat agree,3.0,Somewhat agree
1091,0.27,3/15/2012,3/15/2012,46.0,25-34,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,East-North Central,Yes,IL,5.0,Somewhat agree,7.0,Strongly agree,7.0,Strongly disagree
1093,0.41,3/15/2012,3/16/2012,1581.0,45-54,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,West-South Central,Yes,TX,3.0,Somewhat disagree,5.0,Somewhat agree,5.0,Somewhat disagree
1094,1.06,3/15/2012,3/15/2012,36.0,35-44,Some college,Female,"$20,000 to $24,999",Married,West-North Central,No,IA,7.0,Strongly agree,7.0,Strongly agree,2.0,Agree
